Date,Series,Value
2017-05-31,Average Tone,-5.9878
2017-06-01,Average Tone,-3.2258
2017-06-02,Average Tone,-3.4342
2017-06-03,Average Tone,-2.3322
2017-06-04,Average Tone,-4.2482
2017-06-05,Average Tone,-5.3374
2017-06-06,Average Tone,-2.7594
2017-06-07,Average Tone,-4.6068
2017-06-08,Average Tone,-3.8057
2017-06-09,Average Tone,-2.6815
2017-06-10,Average Tone,-3.5206
2017-06-11,Average Tone,-1.834
2017-06-12,Average Tone,-1.5813
2017-06-13,Average Tone,-1.0424
2017-06-14,Average Tone,-1.8834
2017-06-15,Average Tone,-3.2968
2017-06-16,Average Tone,-5.3189
2017-06-17,Average Tone,-3.4467
2017-06-18,Average Tone,-3.2668
2017-06-19,Average Tone,-3.3154
2017-06-20,Average Tone,-2.5626
2017-06-21,Average Tone,-3.096
2017-06-22,Average Tone,-2.5455
2017-06-23,Average Tone,-3.8263
2017-06-24,Average Tone,-2.7797
2017-06-25,Average Tone,-2.8097
2017-06-26,Average Tone,-0.1043
2017-06-27,Average Tone,-2.1986
2017-06-28,Average Tone,-1.9902
2017-06-29,Average Tone,-2.646
2017-06-30,Average Tone,-3.1831
2017-07-01,Average Tone,-3.0512
2017-07-02,Average Tone,-2.0285
2017-07-03,Average Tone,-1.8157
2017-07-04,Average Tone,-2.1593
2017-07-05,Average Tone,-1.2167
2017-07-06,Average Tone,-1.6334
2017-07-07,Average Tone,-2.6076
2017-07-08,Average Tone,-2.9448
2017-07-09,Average Tone,-2.9944
2017-07-10,Average Tone,-2.3348
2017-07-11,Average Tone,-2.8552
2017-07-12,Average Tone,-2.8475
2017-07-13,Average Tone,-2.5398
2017-07-14,Average Tone,-2.4048
2017-07-15,Average Tone,-2.5544
2017-07-16,Average Tone,-2.3709
2017-07-17,Average Tone,-2.2306
2017-07-18,Average Tone,-2.2819
2017-07-19,Average Tone,-1.6701
2017-07-20,Average Tone,-2.9998
2017-07-21,Average Tone,-2.2637
2017-07-22,Average Tone,-2.7243
2017-07-23,Average Tone,-2.3116
2017-07-24,Average Tone,-2.2535
2017-07-25,Average Tone,-2.6899
2017-07-26,Average Tone,-2.7648
2017-07-27,Average Tone,-2.3066
2017-07-28,Average Tone,-2.1518
2017-07-29,Average Tone,-3.1354
2017-07-30,Average Tone,-1.8991
2017-07-31,Average Tone,-3.1332
2017-08-01,Average Tone,-2.899
2017-08-02,Average Tone,-2.4894
2017-08-03,Average Tone,-5.2102
2017-08-04,Average Tone,-4.0777
2017-08-05,Average Tone,-2.6409
2017-08-06,Average Tone,-2.6036
2017-08-07,Average Tone,-3.6063
2017-08-08,Average Tone,-3.0136
2017-08-09,Average Tone,-3.2304
2017-08-10,Average Tone,-3.3017
2017-08-11,Average Tone,-2.3836
2017-08-12,Average Tone,-3.8623
2017-08-13,Average Tone,-5.4453
2017-08-14,Average Tone,-4.2012
2017-08-15,Average Tone,-3.9679
2017-08-16,Average Tone,-3.63
2017-08-17,Average Tone,-3.6356
2017-08-18,Average Tone,-3.6916
2017-08-19,Average Tone,-4.2245
2017-08-20,Average Tone,-3.6653
2017-08-21,Average Tone,-3.6227
2017-08-22,Average Tone,-3.928
2017-08-23,Average Tone,-3.7875
2017-08-24,Average Tone,-3.0014
2017-08-25,Average Tone,-2.6489
2017-08-26,Average Tone,-3.175
2017-08-27,Average Tone,-4.3347
2017-08-28,Average Tone,-5.6096
2017-08-29,Average Tone,-4.3836
2017-08-30,Average Tone,-3.7162
2017-08-31,Average Tone,-3.3456
2017-09-01,Average Tone,-3.5071
2017-09-02,Average Tone,-3.1404
2017-09-03,Average Tone,-3.1367
2017-09-04,Average Tone,-3.5059
2017-09-05,Average Tone,-3.5519
2017-09-06,Average Tone,-3.0195
2017-09-07,Average Tone,-2.2388
2017-09-08,Average Tone,-2.3003
2017-09-09,Average Tone,-2.7254
2017-09-10,Average Tone,-4.1191
2017-09-11,Average Tone,-3.1545
2017-09-12,Average Tone,-2.4246
2017-09-13,Average Tone,-3.3372
2017-09-14,Average Tone,-3.2436
2017-09-15,Average Tone,-3.6015
2017-09-16,Average Tone,-4.8236
2017-09-17,Average Tone,-2.2265
2017-09-18,Average Tone,-2.3112
2017-09-19,Average Tone,-2.4724
2017-09-20,Average Tone,-3.1718
2017-09-21,Average Tone,-2.6489
2017-09-22,Average Tone,-2.9438
2017-09-23,Average Tone,-2.799
2017-09-24,Average Tone,-1.0672
2017-09-25,Average Tone,-1.0009
2017-09-26,Average Tone,-2.1902
2017-09-27,Average Tone,-2.4052
2017-09-28,Average Tone,0.1953
2017-09-29,Average Tone,-1.8579
2017-09-30,Average Tone,-2.3015
2017-10-01,Average Tone,-1.1142
2017-10-02,Average Tone,-1.6934
2017-10-03,Average Tone,-2.1103
2017-10-04,Average Tone,-2.6933
2017-10-05,Average Tone,-2.6032
2017-10-06,Average Tone,-1.912
2017-10-07,Average Tone,0.0569
2017-10-08,Average Tone,-2.3653
2017-10-09,Average Tone,-2.9886
2017-10-10,Average Tone,-2.1253
2017-10-11,Average Tone,-3.2389
2017-10-12,Average Tone,-2.8291
2017-10-13,Average Tone,-1.996
2017-10-14,Average Tone,-2.7579
2017-10-15,Average Tone,-2.0949
2017-10-16,Average Tone,-2.9639
2017-10-17,Average Tone,-2.6174
2017-10-18,Average Tone,-2.3413
2017-10-19,Average Tone,-2.7801
2017-10-20,Average Tone,-3.4771
2017-10-21,Average Tone,-2.7019
2017-10-22,Average Tone,-2.3992
2017-10-23,Average Tone,-2.2411
2017-10-24,Average Tone,-1.5682
2017-10-25,Average Tone,-2.1038
2017-10-26,Average Tone,-2.8448
2017-10-27,Average Tone,-2.8614
2017-10-28,Average Tone,-2.5632
2017-10-29,Average Tone,-2.6482
2017-10-30,Average Tone,-3.361
2017-10-31,Average Tone,-2.2695
2017-11-01,Average Tone,-3.113
2017-11-02,Average Tone,-2.1101
2017-11-03,Average Tone,-2.3585
2017-11-04,Average Tone,-2.6041
2017-11-05,Average Tone,-2.1512
2017-11-06,Average Tone,-2.8779
2017-11-07,Average Tone,-2.5927
2017-11-08,Average Tone,-2.6975
2017-11-09,Average Tone,-2.3697
2017-11-10,Average Tone,-2.2556
2017-11-11,Average Tone,-2.136
2017-11-12,Average Tone,-2.231
2017-11-13,Average Tone,-1.7496
2017-11-14,Average Tone,-2.4009
2017-11-15,Average Tone,-3.6055
2017-11-16,Average Tone,-3.0056
2017-11-17,Average Tone,-2.9243
2017-11-18,Average Tone,-4.7799
2017-11-19,Average Tone,-1.957
2017-11-20,Average Tone,-3.6623
2017-11-21,Average Tone,-2.4676
2017-11-22,Average Tone,-1.7495
2017-11-23,Average Tone,-1.7922
2017-11-24,Average Tone,-2.0662
2017-11-25,Average Tone,-1.4285
2017-11-26,Average Tone,-2.0108
2017-11-27,Average Tone,-2.5743
2017-11-28,Average Tone,-1.9824
2017-11-29,Average Tone,-3.6394
2017-11-30,Average Tone,-2.6208
2017-12-03,Average Tone,-2.504
2017-12-04,Average Tone,-2.1859
2017-12-05,Average Tone,-0.5685
2017-12-06,Average Tone,0.9393
2017-12-07,Average Tone,-2.0297
2017-12-08,Average Tone,-1.9344
2017-12-09,Average Tone,-3.7936
2017-12-10,Average Tone,-2.0002
2017-12-11,Average Tone,-2.7033
2017-12-12,Average Tone,-3.9056
2017-12-13,Average Tone,-2.2099
2017-12-14,Average Tone,-1.8767
2017-12-15,Average Tone,-2.0134
2017-12-16,Average Tone,-2.7199
2017-12-17,Average Tone,-1.9274
2017-12-18,Average Tone,-2.6011
2017-12-19,Average Tone,-2.4545
2017-12-20,Average Tone,-2.0712
2017-12-21,Average Tone,-3.505
2017-12-22,Average Tone,-2.5723
2017-12-23,Average Tone,-2.1275
2017-12-24,Average Tone,-3.1028
2017-12-25,Average Tone,-2.8355
2017-12-26,Average Tone,-0.865
2017-12-27,Average Tone,-2.4386
2017-12-28,Average Tone,-1.7649
2017-12-29,Average Tone,-2.9578
2017-12-30,Average Tone,-1.638
2017-12-31,Average Tone,-1.5635
2018-01-01,Average Tone,-2.0882
2018-01-02,Average Tone,-2.17
2018-01-03,Average Tone,-3.1282
2018-01-04,Average Tone,-3.0691
2018-01-05,Average Tone,-3.0852
2018-01-06,Average Tone,-2.2865
2018-01-07,Average Tone,-2.1883
2018-01-08,Average Tone,-2.7694
2018-01-09,Average Tone,-2.1395
2018-01-10,Average Tone,-2.097
2018-01-11,Average Tone,-3.3967
2018-01-12,Average Tone,-2.3235
2018-01-13,Average Tone,-3.5169
2018-01-14,Average Tone,-2.8062
2018-01-15,Average Tone,-3.163
2018-01-16,Average Tone,-2.0944
2018-01-17,Average Tone,-3.0876
2018-01-18,Average Tone,-3.1463
2018-01-19,Average Tone,-1.721
2018-01-20,Average Tone,-2.2456
2018-01-21,Average Tone,-1.3299
2018-01-22,Average Tone,-3.346
2018-01-23,Average Tone,-3.3041
2018-01-24,Average Tone,-1.8264
2018-01-25,Average Tone,-1.8115
2018-01-26,Average Tone,-2.5635
2018-01-27,Average Tone,-2.3707
2018-01-28,Average Tone,-2.1255
2018-01-29,Average Tone,-0.5644
2018-01-30,Average Tone,-1.1346
2018-01-31,Average Tone,-2.2802
2018-02-01,Average Tone,-3.6247
2018-02-02,Average Tone,-3.354
2018-02-03,Average Tone,-3.9586
2018-02-04,Average Tone,-2.9216
2018-02-05,Average Tone,-0.937
2018-02-06,Average Tone,-3.7852
2018-02-07,Average Tone,-1.8576
2018-02-08,Average Tone,-1.5109
2018-02-09,Average Tone,-1.8458
2018-02-10,Average Tone,-1.031
2018-02-11,Average Tone,-2.9403
2018-02-12,Average Tone,-1.3391
2018-02-13,Average Tone,-2.1312
2018-02-14,Average Tone,-1.9628
2018-02-15,Average Tone,-2.0815
2018-02-16,Average Tone,-3.0356
2018-02-17,Average Tone,-3.0074
2018-02-18,Average Tone,-2.6591
2018-02-19,Average Tone,-0.8681
2018-02-20,Average Tone,-1.5298
2018-02-21,Average Tone,-3.7658
2018-02-22,Average Tone,-2.3055
2018-02-23,Average Tone,-1.5254
2018-02-24,Average Tone,-1.9459
2018-02-25,Average Tone,-1.9114
2018-02-26,Average Tone,-0.9195
2018-02-27,Average Tone,-2.404
2018-02-28,Average Tone,-2.9252
2018-03-01,Average Tone,-2.7994
2018-03-02,Average Tone,-2.7022
2018-03-03,Average Tone,-3.0517
2018-03-04,Average Tone,-2.3324
2018-03-05,Average Tone,-2.8852
2018-03-06,Average Tone,-2.4504
2018-03-07,Average Tone,-1.6007
2018-03-08,Average Tone,-3.0038
2018-03-09,Average Tone,-2.8354
2018-03-10,Average Tone,-2.5229
2018-03-11,Average Tone,-2.4338
2018-03-12,Average Tone,-2.0477
2018-03-13,Average Tone,-2.0182
2018-03-14,Average Tone,-2.5013
2018-03-15,Average Tone,-2.3628
2018-03-16,Average Tone,-2.5139
2018-03-17,Average Tone,-2.0339
2018-03-18,Average Tone,-2.0646
2018-03-19,Average Tone,-1.4797
2018-03-20,Average Tone,-3.2716
2018-03-21,Average Tone,-1.9286
2018-03-22,Average Tone,-2.2637
2018-03-23,Average Tone,-2.913
2018-03-24,Average Tone,-2.5907
2018-03-25,Average Tone,-1.5847
2018-03-26,Average Tone,-2.8157
2018-03-27,Average Tone,-2.7097
2018-03-28,Average Tone,-2.041
2018-03-29,Average Tone,-3.3106
2018-03-30,Average Tone,-3.5446
2018-03-31,Average Tone,-3.6148
2018-04-01,Average Tone,-3.4133
2018-04-02,Average Tone,-3.2983
2018-04-03,Average Tone,-3.3774
2018-04-04,Average Tone,-2.9692
2018-04-05,Average Tone,-4.47
2018-04-06,Average Tone,-4.3968
2018-04-07,Average Tone,-3.1801
2018-04-08,Average Tone,-2.8386
2018-04-09,Average Tone,-2.8984
2018-04-10,Average Tone,-3.5879
2018-04-11,Average Tone,-3.0014
2018-04-12,Average Tone,-4.6587
2018-04-13,Average Tone,-4.7886
2018-04-14,Average Tone,-0.8466
2018-04-15,Average Tone,-2.3307
2018-04-16,Average Tone,-4.8706
2018-04-17,Average Tone,-3.771
2018-04-18,Average Tone,-4.1787
2018-04-19,Average Tone,-3.2877
2018-04-20,Average Tone,-2.1392
2018-04-21,Average Tone,-2.8414
2018-04-22,Average Tone,-2.5384
2018-04-23,Average Tone,-2.2722
2018-04-24,Average Tone,-3.1173
2018-04-25,Average Tone,-2.7889
2018-04-26,Average Tone,-2.4107
2018-04-27,Average Tone,-2.4109
2018-04-28,Average Tone,-2.0288
2018-04-29,Average Tone,-1.1429
2018-04-30,Average Tone,-0.9827
2018-05-01,Average Tone,-0.9189
2018-05-02,Average Tone,-2.6552
2018-05-03,Average Tone,-2.1825
2018-05-04,Average Tone,-2.7079
2018-05-05,Average Tone,-2.5192
2018-05-06,Average Tone,-2.2633
2018-05-07,Average Tone,-2.2788
2018-05-08,Average Tone,-1.7221
2018-05-09,Average Tone,-1.9998
2018-05-10,Average Tone,-2.1239
2018-05-11,Average Tone,-2.2381
2018-05-12,Average Tone,-2.8892
2018-05-13,Average Tone,-2.1396
2018-05-14,Average Tone,-3.6663
2018-05-15,Average Tone,-4.4616
2018-05-16,Average Tone,-3.4949
2018-05-17,Average Tone,-1.6365
2018-05-18,Average Tone,-1.8108
2018-05-19,Average Tone,-1.189
2018-05-20,Average Tone,-1.7792
2018-05-21,Average Tone,-2.0882
2018-05-22,Average Tone,-1.8675
2018-05-23,Average Tone,-1.5396
2018-05-24,Average Tone,-2.8106
2018-05-25,Average Tone,-3.8809
2018-05-26,Average Tone,-2.4947
2018-05-27,Average Tone,-2.4656
2018-05-28,Average Tone,-1.4448
2018-05-29,Average Tone,-2.9872
2018-05-30,Average Tone,-2.7218
2018-05-31,Average Tone,-2.1069
2018-06-01,Average Tone,-2.5199
2018-06-02,Average Tone,-1.7857
2018-06-03,Average Tone,-2.2228
2018-06-04,Average Tone,-1.0067
2018-06-05,Average Tone,-1.3045
2018-06-06,Average Tone,-1.7385
2018-06-07,Average Tone,-1.9242
2018-06-08,Average Tone,-3.1577
2018-06-09,Average Tone,-4.3235
2018-06-10,Average Tone,-2.887
2018-06-11,Average Tone,-2.7906
2018-06-12,Average Tone,-2.6
2018-06-13,Average Tone,-1.6
2018-06-14,Average Tone,-0.7758
2018-06-15,Average Tone,-1.6315
2018-06-16,Average Tone,-2.0212
2018-06-17,Average Tone,-2.7724
2018-06-18,Average Tone,-1.9899
2018-06-19,Average Tone,-1.3976
2018-06-20,Average Tone,-3.4606
2018-06-21,Average Tone,-3.0099
2018-06-22,Average Tone,-2.8892
2018-06-23,Average Tone,-1.6719
2018-06-24,Average Tone,-1.0345
2018-06-25,Average Tone,-0.087
2018-06-26,Average Tone,-1.7239
2018-06-27,Average Tone,-1.6459
2018-06-28,Average Tone,-1.1853
2018-06-29,Average Tone,-1.7908
2018-06-30,Average Tone,-1.4909
2018-07-01,Average Tone,-3.2689
2018-07-02,Average Tone,-3.7569
2018-07-03,Average Tone,-1.6572
2018-07-04,Average Tone,-1.9889
2018-07-05,Average Tone,-0.8091
2018-07-06,Average Tone,-2.4648
2018-07-07,Average Tone,-1.8305
2018-07-08,Average Tone,-1.6632
2018-07-09,Average Tone,-2.174
2018-07-10,Average Tone,-1.2883
2018-07-11,Average Tone,-2.9623
2018-07-12,Average Tone,-1.2675
2018-07-13,Average Tone,-3.2274
2018-07-14,Average Tone,-2.0854
2018-07-15,Average Tone,-2.9484
2018-07-16,Average Tone,-1.6748
2018-07-17,Average Tone,-1.5765
2018-07-18,Average Tone,-2.207
2018-07-19,Average Tone,-2.3065
2018-07-20,Average Tone,-2.26
2018-07-21,Average Tone,-2.0835
2018-07-22,Average Tone,-3.6936
2018-07-23,Average Tone,-2.0604
2018-07-24,Average Tone,-2.2805
2018-07-25,Average Tone,-1.7018
2018-07-26,Average Tone,-3.3457
2018-07-27,Average Tone,-2.9893
2018-07-28,Average Tone,-3.0961
2018-07-29,Average Tone,-4.0083
2018-07-30,Average Tone,-3.2243
2018-07-31,Average Tone,-3.343
2018-08-01,Average Tone,-2.9153
2018-08-02,Average Tone,-3.517
2018-08-03,Average Tone,-2.8586
2018-08-04,Average Tone,-4.7015
2018-08-05,Average Tone,-4.719
2018-08-06,Average Tone,-4.8217
2018-08-07,Average Tone,-3.0247
2018-08-08,Average Tone,-3.3406
2018-08-09,Average Tone,-3.0117
2018-08-10,Average Tone,-3.5257
2018-08-11,Average Tone,-3.6669
2018-08-12,Average Tone,-3.743
2018-08-13,Average Tone,-3.7699
2018-08-14,Average Tone,-2.578
2018-08-15,Average Tone,-3.5595
2018-08-16,Average Tone,-3.3312
2018-08-17,Average Tone,-3.7255
2018-08-18,Average Tone,-4.0266
2018-08-19,Average Tone,-3.2074
2018-08-20,Average Tone,-1.4307
2018-08-21,Average Tone,-3.0792
2018-08-22,Average Tone,-3.8231
2018-08-23,Average Tone,-3.2601
2018-08-24,Average Tone,-2.6386
2018-08-25,Average Tone,-2.3714
2018-08-26,Average Tone,-3.0393
2018-08-27,Average Tone,-2.7834
2018-08-28,Average Tone,-2.535
2018-08-29,Average Tone,-3.1978
2018-08-30,Average Tone,-2.5529
2018-08-31,Average Tone,-2.5139
2018-09-01,Average Tone,-4.3121
2018-09-02,Average Tone,-4.2108
2018-09-03,Average Tone,-3.9838
2018-09-04,Average Tone,-2.1396
2018-09-05,Average Tone,-3.6425
2018-09-06,Average Tone,-4.3197
2018-09-07,Average Tone,-3.5277
2018-09-08,Average Tone,-3.1102
2018-09-09,Average Tone,-3.4717
2018-09-10,Average Tone,-2.4012
2018-09-11,Average Tone,-2.5197
2018-09-12,Average Tone,-2.1675
2018-09-13,Average Tone,0.2329
2018-09-14,Average Tone,-1.915
2018-09-15,Average Tone,-3.4301
2018-09-16,Average Tone,-2.4174
2018-09-17,Average Tone,-3.1581
2018-09-18,Average Tone,-1.3184
2018-09-19,Average Tone,-3.5517
2018-09-20,Average Tone,-3.0181
2018-09-21,Average Tone,-2.5679
2018-09-22,Average Tone,-1.9849
2018-09-23,Average Tone,-1.9547
2018-09-24,Average Tone,-2.2575
2018-09-25,Average Tone,-2.9043
2018-09-26,Average Tone,-2.3905
2018-09-27,Average Tone,-3.085
2018-09-28,Average Tone,-4.1454
2018-09-29,Average Tone,-3.1008
2018-09-30,Average Tone,-1.9482
2018-10-01,Average Tone,-3.4366
2018-10-02,Average Tone,-2.4614
2018-10-03,Average Tone,-3.0921
2018-10-04,Average Tone,-3.7577
2018-10-05,Average Tone,-1.4349
2018-10-06,Average Tone,-1.8179
2018-10-07,Average Tone,-2.2045
2018-10-08,Average Tone,-2.1133
2018-10-09,Average Tone,-3.4717
2018-10-10,Average Tone,-1.692
2018-10-11,Average Tone,-1.5897
2018-10-12,Average Tone,-2.5843
2018-10-13,Average Tone,-1.7641
2018-10-14,Average Tone,-2.1017
2018-10-15,Average Tone,-1.4975
2018-10-16,Average Tone,-1.3758
2018-10-17,Average Tone,-2.1569
2018-10-18,Average Tone,-3.0643
2018-10-19,Average Tone,-1.9085
2018-10-20,Average Tone,-2.7096
2018-10-21,Average Tone,0.3791
2018-10-22,Average Tone,-1.5817
2018-10-23,Average Tone,-2.3639
2018-10-24,Average Tone,-3.5228
2018-10-25,Average Tone,-4.3579
2018-10-26,Average Tone,-3.8565
2018-10-27,Average Tone,-4.509
2018-10-28,Average Tone,-5.6423
2018-10-29,Average Tone,-4.8141
2018-10-30,Average Tone,-5.1579
2018-10-31,Average Tone,-4.5499
2018-11-01,Average Tone,-3.5292
2018-11-02,Average Tone,-0.4763
2018-11-03,Average Tone,-2.3645
2018-11-04,Average Tone,-2.5266
2018-11-05,Average Tone,-1.2169
2018-11-06,Average Tone,-2.9557
2018-11-07,Average Tone,-2.2155
2018-11-08,Average Tone,-3.0386
2018-11-09,Average Tone,-3.3233
2018-11-10,Average Tone,-1.9431
2018-11-11,Average Tone,-3.5424
2018-11-12,Average Tone,-3.2115
2018-11-13,Average Tone,-2.3758
2018-11-14,Average Tone,-3.9025
2018-11-15,Average Tone,-3.3438
2018-11-16,Average Tone,-3.0728
2018-11-17,Average Tone,-1.8747
2018-11-18,Average Tone,-2.2658
2018-11-19,Average Tone,-2.8055
2018-11-20,Average Tone,-2.2866
2018-11-21,Average Tone,-4.3937
2018-11-22,Average Tone,-0.5839
2018-11-23,Average Tone,-1.6102
2018-11-24,Average Tone,-0.3115
2018-11-25,Average Tone,-2.3893
2018-11-26,Average Tone,-3.8685
2018-11-27,Average Tone,-2.5777
2018-11-28,Average Tone,-3.2274
2018-11-29,Average Tone,-1.4299
2018-11-30,Average Tone,-1.82
2018-12-01,Average Tone,-0.3816
2018-12-02,Average Tone,-1.8331
2018-12-03,Average Tone,-2.8174
2018-12-04,Average Tone,-3.5394
2018-12-05,Average Tone,-2.0395
2018-12-06,Average Tone,-2.7783
2018-12-07,Average Tone,-2.1335
2018-12-08,Average Tone,-2.1517
2018-12-09,Average Tone,-5.6354
2018-12-10,Average Tone,-4.6267
2018-12-11,Average Tone,-3.4926
2018-12-12,Average Tone,-3.0292
2018-12-13,Average Tone,-3.3339
2018-12-14,Average Tone,-2.625
2018-12-15,Average Tone,-2.6725
2018-12-16,Average Tone,-2.9051
2018-12-17,Average Tone,-2.4582
2018-12-18,Average Tone,-3.426
2018-12-19,Average Tone,-2.8765
2018-12-20,Average Tone,-2.5801
2018-12-21,Average Tone,-2.9654
2018-12-22,Average Tone,-2.6902
2018-12-23,Average Tone,-1.4447
2018-12-24,Average Tone,-1.7636
2018-12-25,Average Tone,-3.6749
2018-12-26,Average Tone,-3.076
2018-12-27,Average Tone,-2.7187
2018-12-28,Average Tone,-2.2683
2018-12-29,Average Tone,-2.1225
2018-12-30,Average Tone,-2.5368
2018-12-31,Average Tone,-2.1156
2019-01-01,Average Tone,-2.4155
2019-01-02,Average Tone,-3.6745
2019-01-03,Average Tone,-3.0581
2019-01-04,Average Tone,-3.3594
2019-01-05,Average Tone,-3.0404
2019-01-06,Average Tone,-3.0489
2019-01-07,Average Tone,-1.9408
2019-01-08,Average Tone,-2.4105
2019-01-09,Average Tone,-2.4879
2019-01-10,Average Tone,-1.8882
2019-01-11,Average Tone,-2.3991
2019-01-12,Average Tone,-3.6601
2019-01-13,Average Tone,-0.2884
2019-01-14,Average Tone,-3.4784
2019-01-15,Average Tone,-1.8575
2019-01-16,Average Tone,-4.0409
2019-01-17,Average Tone,-2.1582
2019-01-18,Average Tone,-2.0965
2019-01-19,Average Tone,-2.5029
2019-01-20,Average Tone,-2.2806
2019-01-21,Average Tone,-2.5135
2019-01-22,Average Tone,-2.1425
2019-01-23,Average Tone,-1.7913
2019-01-24,Average Tone,-2.0998
2019-01-25,Average Tone,-1.6448
2019-01-26,Average Tone,-1.748
2019-01-27,Average Tone,-3.784
2019-01-28,Average Tone,-2.5369
2019-01-29,Average Tone,-2.5021
2019-01-30,Average Tone,-2.1507
2019-01-31,Average Tone,-2.3881
2019-02-01,Average Tone,-2.5305
2019-02-02,Average Tone,-2
2019-02-03,Average Tone,-2.329
2019-02-04,Average Tone,-2.3868
2019-02-05,Average Tone,-2.4411
2019-02-06,Average Tone,-5.1371
2019-02-07,Average Tone,-3.3023
2019-02-08,Average Tone,-4.0058
2019-02-09,Average Tone,-3.8063
2019-02-10,Average Tone,-1.9021
2019-02-11,Average Tone,-4.319
2019-02-12,Average Tone,-3.7727
2019-02-13,Average Tone,-2.4042
2019-02-14,Average Tone,-2.4454
2019-02-15,Average Tone,-3.9985
2019-02-16,Average Tone,-3.5135
2019-02-17,Average Tone,-1.467
2019-02-18,Average Tone,-3.2478
2019-02-19,Average Tone,-3.9853
2019-02-20,Average Tone,-2.3476
2019-02-21,Average Tone,-2.9345
2019-02-22,Average Tone,-3.6226
2019-02-23,Average Tone,-2.9342
2019-02-24,Average Tone,-1.7669
2019-02-25,Average Tone,-3.9892
2019-02-26,Average Tone,-3.0567
2019-02-27,Average Tone,-2.8894
2019-02-28,Average Tone,-2.7259
2019-03-01,Average Tone,-1.9742
2019-03-02,Average Tone,-2.2981
2019-03-03,Average Tone,-2.9124
2019-03-04,Average Tone,-2.2186
2019-03-05,Average Tone,-3.1252
2019-03-06,Average Tone,-3.0014
2019-03-07,Average Tone,-3.3151
2019-03-08,Average Tone,-3.4839
2019-03-09,Average Tone,-3.3148
2019-03-10,Average Tone,-2.9876
2019-03-11,Average Tone,-2.3479
2019-03-12,Average Tone,-2.892
2019-03-13,Average Tone,-2.0767
2019-03-14,Average Tone,-2.5344
2019-03-15,Average Tone,-2.5749
2019-03-16,Average Tone,-3.8529
2019-03-17,Average Tone,-2.424
2019-03-18,Average Tone,-2.8709
2019-03-19,Average Tone,-3.2435
2019-03-20,Average Tone,-3.0434
2019-03-21,Average Tone,-1.5725
2019-03-22,Average Tone,-1.4949
2019-03-23,Average Tone,-2.6767
2019-03-24,Average Tone,-3.4769
2019-03-25,Average Tone,-4.3579
2019-03-26,Average Tone,-3.5283
2019-03-27,Average Tone,-3.8359
2019-03-28,Average Tone,-1.7814
2019-03-29,Average Tone,-2.2356
2019-03-30,Average Tone,0.9275
2019-03-31,Average Tone,-2.2404
2019-04-01,Average Tone,-2.1403
2019-04-02,Average Tone,-2.4189
2019-04-03,Average Tone,-4.7133
2019-04-04,Average Tone,-1.3376
2019-04-05,Average Tone,-2.5183
2019-04-06,Average Tone,-3.5294
2019-04-07,Average Tone,-2.6177
2019-04-08,Average Tone,-2.7976
2019-04-09,Average Tone,-4.7583
2019-04-10,Average Tone,-2.6026
2019-04-11,Average Tone,-4.2125
2019-04-12,Average Tone,-3.8564
2019-04-13,Average Tone,-2.8222
