Date,Series,Value
2017-05-31,Average Tone,-4.237
2017-06-01,Average Tone,-1.9372
2017-06-02,Average Tone,-2.5309
2017-06-03,Average Tone,-2.482
2017-06-04,Average Tone,-2.5137
2017-06-05,Average Tone,-4.6881
2017-06-06,Average Tone,-2.4288
2017-06-07,Average Tone,-3.0783
2017-06-08,Average Tone,-3.6331
2017-06-09,Average Tone,-2.5193
2017-06-10,Average Tone,-2.292
2017-06-11,Average Tone,-2.1888
2017-06-12,Average Tone,-2.606
2017-06-13,Average Tone,-1.951
2017-06-14,Average Tone,-3.1746
2017-06-15,Average Tone,-3.3562
2017-06-16,Average Tone,-2.968
2017-06-17,Average Tone,-3.247
2017-06-18,Average Tone,-2.7594
2017-06-19,Average Tone,-2.734
2017-06-20,Average Tone,-2.5197
2017-06-21,Average Tone,-2.5511
2017-06-22,Average Tone,-2.0643
2017-06-23,Average Tone,-2.3642
2017-06-24,Average Tone,-1.8052
2017-06-25,Average Tone,-2.1174
2017-06-26,Average Tone,-1.4961
2017-06-27,Average Tone,-1.5994
2017-06-28,Average Tone,-1.8012
2017-06-29,Average Tone,-1.5332
2017-06-30,Average Tone,-2.4788
2017-07-01,Average Tone,-2.4317
2017-07-02,Average Tone,-2.1134
2017-07-03,Average Tone,-1.9956
2017-07-04,Average Tone,-2.3426
2017-07-05,Average Tone,-1.9948
2017-07-06,Average Tone,-2.5792
2017-07-07,Average Tone,-2.0609
2017-07-08,Average Tone,-3.4049
2017-07-09,Average Tone,-2.6507
2017-07-10,Average Tone,-2.5645
2017-07-11,Average Tone,-2.6478
2017-07-12,Average Tone,-2.8234
2017-07-13,Average Tone,-2.5998
2017-07-14,Average Tone,-2.5203
2017-07-15,Average Tone,-1.3213
2017-07-16,Average Tone,-2.3825
2017-07-17,Average Tone,-1.9566
2017-07-18,Average Tone,-2.0538
2017-07-19,Average Tone,-2.0736
2017-07-20,Average Tone,-2.0568
2017-07-21,Average Tone,-2.1026
2017-07-22,Average Tone,-2.4128
2017-07-23,Average Tone,-2.5716
2017-07-24,Average Tone,-2.1871
2017-07-25,Average Tone,-1.8735
2017-07-26,Average Tone,-2.4062
2017-07-27,Average Tone,-2.3119
2017-07-28,Average Tone,-2.5317
2017-07-29,Average Tone,-2.774
2017-07-30,Average Tone,-2.4724
2017-07-31,Average Tone,-2.4637
2017-08-01,Average Tone,-2.7277
2017-08-02,Average Tone,-2.9333
2017-08-03,Average Tone,-3.37
2017-08-04,Average Tone,-3.0423
2017-08-05,Average Tone,-1.5418
2017-08-06,Average Tone,-2.2533
2017-08-07,Average Tone,-3.5224
2017-08-08,Average Tone,-2.7742
2017-08-09,Average Tone,-2.2657
2017-08-10,Average Tone,-2.5394
2017-08-11,Average Tone,-2.6531
2017-08-12,Average Tone,-3.916
2017-08-13,Average Tone,-4.7883
2017-08-14,Average Tone,-2.2772
2017-08-15,Average Tone,-2.8153
2017-08-16,Average Tone,-2.8017
2017-08-17,Average Tone,-4.4187
2017-08-18,Average Tone,-4.0582
2017-08-19,Average Tone,-4.6931
2017-08-20,Average Tone,-4.144
2017-08-21,Average Tone,-3.1388
2017-08-22,Average Tone,-2.869
2017-08-23,Average Tone,-3.6836
2017-08-24,Average Tone,-2.5826
2017-08-25,Average Tone,-3.2962
2017-08-26,Average Tone,-2.4549
2017-08-27,Average Tone,-3.241
2017-08-28,Average Tone,-3.9205
2017-08-29,Average Tone,-2.4759
2017-08-30,Average Tone,-2.1557
2017-08-31,Average Tone,-2.4724
2017-09-01,Average Tone,-2.3
2017-09-02,Average Tone,-1.611
2017-09-03,Average Tone,-1.6781
2017-09-04,Average Tone,-2.4745
2017-09-05,Average Tone,-2.3801
2017-09-06,Average Tone,-3.0168
2017-09-07,Average Tone,-2.2879
2017-09-08,Average Tone,-2.7704
2017-09-09,Average Tone,-2.8699
2017-09-10,Average Tone,-3.016
2017-09-11,Average Tone,-2.1208
2017-09-12,Average Tone,-2.4919
2017-09-13,Average Tone,-2.4488
2017-09-14,Average Tone,-2.1835
2017-09-15,Average Tone,-2.8425
2017-09-16,Average Tone,-2.4726
2017-09-17,Average Tone,-2.0063
2017-09-18,Average Tone,-2.3603
2017-09-19,Average Tone,-2.2061
2017-09-20,Average Tone,-2.3869
2017-09-21,Average Tone,-2.3598
2017-09-22,Average Tone,-2.2015
2017-09-23,Average Tone,-2.1061
2017-09-24,Average Tone,-1.2864
2017-09-25,Average Tone,-1.4599
2017-09-26,Average Tone,-1.825
2017-09-27,Average Tone,-1.4085
2017-09-28,Average Tone,0.1602
2017-09-29,Average Tone,-1.2911
2017-09-30,Average Tone,-1.0304
2017-10-01,Average Tone,-0.1408
2017-10-02,Average Tone,-1.9461
2017-10-03,Average Tone,-2.1689
2017-10-04,Average Tone,-2.2138
2017-10-05,Average Tone,-2.0862
2017-10-06,Average Tone,-2.6329
2017-10-07,Average Tone,-3.4274
2017-10-08,Average Tone,-4.6811
2017-10-09,Average Tone,-2.1166
2017-10-10,Average Tone,-1.951
2017-10-11,Average Tone,-2.1873
2017-10-12,Average Tone,-2.6784
2017-10-13,Average Tone,-1.6421
2017-10-14,Average Tone,-2.8412
2017-10-15,Average Tone,-2.7648
2017-10-16,Average Tone,-3.0246
2017-10-17,Average Tone,-2.7068
2017-10-18,Average Tone,-2.7719
2017-10-19,Average Tone,-1.8297
2017-10-20,Average Tone,-2.7033
2017-10-21,Average Tone,-2.0259
2017-10-22,Average Tone,-3.0286
2017-10-23,Average Tone,-1.9029
2017-10-24,Average Tone,-1.4936
2017-10-25,Average Tone,-2.2908
2017-10-26,Average Tone,-2.5832
2017-10-27,Average Tone,-2.2918
2017-10-28,Average Tone,-2.195
2017-10-29,Average Tone,-2.9715
2017-10-30,Average Tone,-2.7504
2017-10-31,Average Tone,-2.4192
2017-11-01,Average Tone,-1.4854
2017-11-02,Average Tone,-2.0517
2017-11-03,Average Tone,-2.4874
2017-11-04,Average Tone,-2.2556
2017-11-05,Average Tone,-1.4168
2017-11-06,Average Tone,-2.4249
2017-11-07,Average Tone,-2.3489
2017-11-08,Average Tone,-2.3563
2017-11-09,Average Tone,-2.5403
2017-11-10,Average Tone,-2.2742
2017-11-11,Average Tone,-1.8889
2017-11-12,Average Tone,-2.2405
2017-11-13,Average Tone,-1.6983
2017-11-14,Average Tone,-2.1252
2017-11-15,Average Tone,-2.1552
2017-11-16,Average Tone,-1.7366
2017-11-17,Average Tone,-2.0124
2017-11-18,Average Tone,-2.0312
2017-11-19,Average Tone,-1.4596
2017-11-20,Average Tone,-2.2279
2017-11-21,Average Tone,-2.2315
2017-11-22,Average Tone,-1.8659
2017-11-23,Average Tone,-1.6987
2017-11-24,Average Tone,-1.6629
2017-11-25,Average Tone,-1.9103
2017-11-26,Average Tone,-1.8251
2017-11-27,Average Tone,-1.798
2017-11-28,Average Tone,-1.9877
2017-11-29,Average Tone,-2.4141
2017-11-30,Average Tone,-2.4722
2017-12-03,Average Tone,-2.4249
2017-12-04,Average Tone,-1.5614
2017-12-05,Average Tone,-1.3417
2017-12-06,Average Tone,-1.4976
2017-12-07,Average Tone,-1.7709
2017-12-08,Average Tone,-1.0296
2017-12-09,Average Tone,-2.8185
2017-12-10,Average Tone,-2.3549
2017-12-11,Average Tone,-2.6297
2017-12-12,Average Tone,-2.2206
2017-12-13,Average Tone,-1.7523
2017-12-14,Average Tone,-2.9
2017-12-15,Average Tone,-2.1449
2017-12-16,Average Tone,-1.9551
2017-12-17,Average Tone,-3.2686
2017-12-18,Average Tone,-2.6096
2017-12-19,Average Tone,-1.9645
2017-12-20,Average Tone,-1.6636
2017-12-21,Average Tone,-1.8689
2017-12-22,Average Tone,-1.4478
2017-12-23,Average Tone,-1.5621
2017-12-24,Average Tone,-2.0986
2017-12-25,Average Tone,-1.8794
2017-12-26,Average Tone,-2.1501
2017-12-27,Average Tone,-1.7446
2017-12-28,Average Tone,-2.2741
2017-12-29,Average Tone,-3.1335
2017-12-30,Average Tone,-1.8403
2017-12-31,Average Tone,-2.1159
2018-01-01,Average Tone,-2.4851
2018-01-02,Average Tone,-2.1002
2018-01-03,Average Tone,-2.7731
2018-01-04,Average Tone,-2.5374
2018-01-05,Average Tone,-3.4434
2018-01-06,Average Tone,-2.5087
2018-01-07,Average Tone,-2.9127
2018-01-08,Average Tone,-3.1958
2018-01-09,Average Tone,-2.4844
2018-01-10,Average Tone,-2.3068
2018-01-11,Average Tone,-2.1593
2018-01-12,Average Tone,-1.3535
2018-01-13,Average Tone,-2.2445
2018-01-14,Average Tone,-1.7395
2018-01-15,Average Tone,-1.5972
2018-01-16,Average Tone,-2.1753
2018-01-17,Average Tone,-2.9237
2018-01-18,Average Tone,-3.2095
2018-01-19,Average Tone,-2.045
2018-01-20,Average Tone,-2.0616
2018-01-21,Average Tone,-1.3452
2018-01-22,Average Tone,-1.4542
2018-01-23,Average Tone,-1.6242
2018-01-24,Average Tone,-1.6571
2018-01-25,Average Tone,-1.4042
2018-01-26,Average Tone,-1.4609
2018-01-27,Average Tone,-1.6608
2018-01-28,Average Tone,-1.9035
2018-01-29,Average Tone,-1.6303
2018-01-30,Average Tone,-2.0937
2018-01-31,Average Tone,-2.3406
2018-02-01,Average Tone,-3.2202
2018-02-02,Average Tone,-2.3974
2018-02-03,Average Tone,-3.8533
2018-02-04,Average Tone,-1.9134
2018-02-05,Average Tone,-1.8051
2018-02-06,Average Tone,-2.5695
2018-02-07,Average Tone,-2.2664
2018-02-08,Average Tone,-1.8986
2018-02-09,Average Tone,-1.8896
2018-02-10,Average Tone,-1.8453
2018-02-11,Average Tone,-2.0612
2018-02-12,Average Tone,-1.3316
2018-02-13,Average Tone,-1.7552
2018-02-14,Average Tone,-1.5819
2018-02-15,Average Tone,-1.9453
2018-02-16,Average Tone,-1.8879
2018-02-17,Average Tone,-2.7709
2018-02-18,Average Tone,-2.5638
2018-02-19,Average Tone,-2.1907
2018-02-20,Average Tone,-2.572
2018-02-21,Average Tone,-3.0239
2018-02-22,Average Tone,-2.8889
2018-02-23,Average Tone,-2.3383
2018-02-24,Average Tone,-2.3349
2018-02-25,Average Tone,-1.9015
2018-02-26,Average Tone,-2.316
2018-02-27,Average Tone,-1.9054
2018-02-28,Average Tone,-2.3644
2018-03-01,Average Tone,-2.5404
2018-03-02,Average Tone,-2.9103
2018-03-03,Average Tone,-3.5793
2018-03-04,Average Tone,-3.3884
2018-03-05,Average Tone,-2.8739
2018-03-06,Average Tone,-2.0235
2018-03-07,Average Tone,-2.8452
2018-03-08,Average Tone,-2.7021
2018-03-09,Average Tone,-2.6348
2018-03-10,Average Tone,-1.1181
2018-03-11,Average Tone,-1.0848
2018-03-12,Average Tone,-2.3965
2018-03-13,Average Tone,-2.6821
2018-03-14,Average Tone,-2.3738
2018-03-15,Average Tone,-1.7625
2018-03-16,Average Tone,-2.5016
2018-03-17,Average Tone,-2.2914
2018-03-18,Average Tone,-1.7989
2018-03-19,Average Tone,-1.4592
2018-03-20,Average Tone,-2.2643
2018-03-21,Average Tone,-2.4147
2018-03-22,Average Tone,-2.3259
2018-03-23,Average Tone,-2.0156
2018-03-24,Average Tone,-1.9398
2018-03-25,Average Tone,-1.8188
2018-03-26,Average Tone,-2.795
2018-03-27,Average Tone,-2.7658
2018-03-28,Average Tone,-2.1809
2018-03-29,Average Tone,-2.9857
2018-03-30,Average Tone,-3.2788
2018-03-31,Average Tone,-1.2333
2018-04-01,Average Tone,-1.9177
2018-04-02,Average Tone,-2.3585
2018-04-03,Average Tone,-2.5194
2018-04-04,Average Tone,-2.8531
2018-04-05,Average Tone,-2.6594
2018-04-06,Average Tone,-2.8487
2018-04-07,Average Tone,-3.0095
2018-04-08,Average Tone,-3.5293
2018-04-09,Average Tone,-2.3964
2018-04-10,Average Tone,-2.5174
2018-04-11,Average Tone,-2.2365
2018-04-12,Average Tone,-2.2831
2018-04-13,Average Tone,-2.8815
2018-04-14,Average Tone,-2.209
2018-04-15,Average Tone,-2.3609
2018-04-16,Average Tone,-2.3504
2018-04-17,Average Tone,-2.3052
2018-04-18,Average Tone,-2.5697
2018-04-19,Average Tone,-2.5384
2018-04-20,Average Tone,-2.5288
2018-04-21,Average Tone,-2.9531
2018-04-22,Average Tone,-2.8315
2018-04-23,Average Tone,-2.1481
2018-04-24,Average Tone,-2.5982
2018-04-25,Average Tone,-3.1412
2018-04-26,Average Tone,-2.0571
2018-04-27,Average Tone,-2.4302
2018-04-28,Average Tone,-2.0557
2018-04-29,Average Tone,-1.0594
2018-04-30,Average Tone,-1.9198
2018-05-01,Average Tone,-0.6521
2018-05-02,Average Tone,-1.9444
2018-05-03,Average Tone,-1.6407
2018-05-04,Average Tone,-1.5985
2018-05-05,Average Tone,-2.4466
2018-05-06,Average Tone,-1.9783
2018-05-07,Average Tone,-1.6959
2018-05-08,Average Tone,-1.9248
2018-05-09,Average Tone,-1.8625
2018-05-10,Average Tone,-2.07
2018-05-11,Average Tone,-2.0336
2018-05-12,Average Tone,-2.5074
2018-05-13,Average Tone,-2.0445
2018-05-14,Average Tone,-2.3877
2018-05-15,Average Tone,-2.6541
2018-05-16,Average Tone,-2.8459
2018-05-17,Average Tone,-2.2586
2018-05-18,Average Tone,-2.5449
2018-05-19,Average Tone,-2.2926
2018-05-20,Average Tone,-1.8017
2018-05-21,Average Tone,-2.4924
2018-05-22,Average Tone,-1.8732
2018-05-23,Average Tone,-2.4658
2018-05-24,Average Tone,-2.7458
2018-05-25,Average Tone,-3.1668
2018-05-26,Average Tone,-2.8622
2018-05-27,Average Tone,-2.2356
2018-05-28,Average Tone,-2.7888
2018-05-29,Average Tone,-2.9577
2018-05-30,Average Tone,-3.3078
2018-05-31,Average Tone,-3.2352
2018-06-01,Average Tone,-2.971
2018-06-02,Average Tone,-3.1136
2018-06-03,Average Tone,-1.8199
2018-06-04,Average Tone,-1.9499
2018-06-05,Average Tone,-2.1409
2018-06-06,Average Tone,-2.2354
2018-06-07,Average Tone,-2.7204
2018-06-08,Average Tone,-2.2943
2018-06-09,Average Tone,-2.7012
2018-06-10,Average Tone,-2.3097
2018-06-11,Average Tone,-2.4472
2018-06-12,Average Tone,-3.7125
2018-06-13,Average Tone,-2.7266
2018-06-14,Average Tone,-2.1856
2018-06-15,Average Tone,-2.0977
2018-06-16,Average Tone,-2.0083
2018-06-17,Average Tone,-2.0328
2018-06-18,Average Tone,-2.2238
2018-06-19,Average Tone,-2.1323
2018-06-20,Average Tone,-2.5752
2018-06-21,Average Tone,-2.6737
2018-06-22,Average Tone,-2.4303
2018-06-23,Average Tone,-3.0608
2018-06-24,Average Tone,-2.241
2018-06-25,Average Tone,-2.3281
2018-06-26,Average Tone,-2.1949
2018-06-27,Average Tone,-2.0004
2018-06-28,Average Tone,-2.1277
2018-06-29,Average Tone,-2.4704
2018-06-30,Average Tone,-2.244
2018-07-01,Average Tone,-2.2036
2018-07-02,Average Tone,-2.4298
2018-07-03,Average Tone,-2.5807
2018-07-04,Average Tone,-2.4117
2018-07-05,Average Tone,-2.4578
2018-07-06,Average Tone,-1.9151
2018-07-07,Average Tone,-2.2631
2018-07-08,Average Tone,-1.8683
2018-07-09,Average Tone,-1.9446
2018-07-10,Average Tone,-1.6597
2018-07-11,Average Tone,-3.0264
2018-07-12,Average Tone,-2.096
2018-07-13,Average Tone,-1.8222
2018-07-14,Average Tone,-1.9161
2018-07-15,Average Tone,-1.5224
2018-07-16,Average Tone,-2.9107
2018-07-17,Average Tone,-2.5353
2018-07-18,Average Tone,-2.3817
2018-07-19,Average Tone,-4.1331
2018-07-20,Average Tone,-3.3154
2018-07-21,Average Tone,-2.1376
2018-07-22,Average Tone,-2.2499
2018-07-23,Average Tone,-1.8594
2018-07-24,Average Tone,-2.6153
2018-07-25,Average Tone,-2.4094
2018-07-26,Average Tone,-2.7305
2018-07-27,Average Tone,-3.6542
2018-07-28,Average Tone,-4.7434
2018-07-29,Average Tone,-4.5738
2018-07-30,Average Tone,-4.5695
2018-07-31,Average Tone,-3.1966
2018-08-01,Average Tone,-3.0834
2018-08-02,Average Tone,-3.2116
2018-08-03,Average Tone,-2.8735
2018-08-04,Average Tone,-3.6047
2018-08-05,Average Tone,-4.7492
2018-08-06,Average Tone,-4.3965
2018-08-07,Average Tone,-3.0822
2018-08-08,Average Tone,-3.6595
2018-08-09,Average Tone,-2.5579
2018-08-10,Average Tone,-3.697
2018-08-11,Average Tone,-4.7118
2018-08-12,Average Tone,-4.2317
2018-08-13,Average Tone,-3.8015
2018-08-14,Average Tone,-4.1163
2018-08-15,Average Tone,-3.0113
2018-08-16,Average Tone,-3.5321
2018-08-17,Average Tone,-4.0088
2018-08-18,Average Tone,-4.1231
2018-08-19,Average Tone,-4.1747
2018-08-20,Average Tone,-3.582
2018-08-21,Average Tone,-2.9384
2018-08-22,Average Tone,-3.7854
2018-08-23,Average Tone,-3.9214
2018-08-24,Average Tone,-4.1791
2018-08-25,Average Tone,-4.4195
2018-08-26,Average Tone,-3.6316
2018-08-27,Average Tone,-3.7726
2018-08-28,Average Tone,-3.9172
2018-08-29,Average Tone,-4.1699
2018-08-30,Average Tone,-3.5081
2018-08-31,Average Tone,-2.8039
2018-09-01,Average Tone,-4.4955
2018-09-02,Average Tone,-2.9848
2018-09-03,Average Tone,-3.5779
2018-09-04,Average Tone,-2.9266
2018-09-05,Average Tone,-2.9992
2018-09-06,Average Tone,-4.2591
2018-09-07,Average Tone,-3.9085
2018-09-08,Average Tone,-5.0093
2018-09-09,Average Tone,-3.6084
2018-09-10,Average Tone,-4.0024
2018-09-11,Average Tone,-4.9762
2018-09-12,Average Tone,-3.4403
2018-09-13,Average Tone,-2.8729
2018-09-14,Average Tone,-4.3657
2018-09-15,Average Tone,-3.7161
2018-09-16,Average Tone,-4.2029
2018-09-17,Average Tone,-4.7355
2018-09-18,Average Tone,-3.9854
2018-09-19,Average Tone,-3.0352
2018-09-20,Average Tone,-3.1572
2018-09-21,Average Tone,-3.9935
2018-09-22,Average Tone,-4.5743
2018-09-23,Average Tone,-2.8946
2018-09-24,Average Tone,-2.8131
2018-09-25,Average Tone,-3.4574
2018-09-26,Average Tone,-3.5735
2018-09-27,Average Tone,-3.1487
2018-09-28,Average Tone,-2.6916
2018-09-29,Average Tone,-4.0549
2018-09-30,Average Tone,-3.3753
2018-10-01,Average Tone,-3.7173
2018-10-02,Average Tone,-4.2528
2018-10-03,Average Tone,-2.5629
2018-10-04,Average Tone,-3.6444
2018-10-05,Average Tone,-3.5931
2018-10-06,Average Tone,-3.2931
2018-10-07,Average Tone,-3.5303
2018-10-08,Average Tone,-3.9041
2018-10-09,Average Tone,-3.4687
2018-10-10,Average Tone,-4.1719
2018-10-11,Average Tone,-3.1181
2018-10-12,Average Tone,-3.8667
2018-10-13,Average Tone,-4.4421
2018-10-14,Average Tone,-2.0578
2018-10-15,Average Tone,-3.4029
2018-10-16,Average Tone,-4.0504
2018-10-17,Average Tone,-2.8001
2018-10-18,Average Tone,-3.3895
2018-10-19,Average Tone,-3.7222
2018-10-20,Average Tone,-3.1756
2018-10-21,Average Tone,-2.7856
2018-10-22,Average Tone,-3.2341
2018-10-23,Average Tone,-2.9046
2018-10-24,Average Tone,-3.9263
2018-10-25,Average Tone,-2.8265
2018-10-26,Average Tone,-3.0808
2018-10-27,Average Tone,-3.0157
2018-10-28,Average Tone,-4.7778
2018-10-29,Average Tone,-3.9267
2018-10-30,Average Tone,-3.6617
2018-10-31,Average Tone,-3.6176
2018-11-01,Average Tone,-3.7107
2018-11-02,Average Tone,-2.9662
2018-11-03,Average Tone,-3.5468
2018-11-04,Average Tone,-4.9368
2018-11-05,Average Tone,-3.0618
2018-11-06,Average Tone,-3.4742
2018-11-07,Average Tone,-3.1107
2018-11-08,Average Tone,-3.4999
2018-11-09,Average Tone,-2.9588
2018-11-10,Average Tone,-2.8651
2018-11-11,Average Tone,-3.7438
2018-11-12,Average Tone,-3.6671
2018-11-13,Average Tone,-3.7592
2018-11-14,Average Tone,-1.9277
2018-11-15,Average Tone,-4.0323
2018-11-16,Average Tone,-3.6381
2018-11-17,Average Tone,-3.6453
2018-11-18,Average Tone,-3.5066
2018-11-19,Average Tone,-3.7764
2018-11-20,Average Tone,-2.8087
2018-11-21,Average Tone,-3.4391
2018-11-22,Average Tone,-3.2185
2018-11-23,Average Tone,-3.4274
2018-11-24,Average Tone,-5.0993
2018-11-25,Average Tone,-5.3463
2018-11-26,Average Tone,-3.2558
2018-11-27,Average Tone,-3.0425
2018-11-28,Average Tone,-3.0546
2018-11-29,Average Tone,-2.6453
2018-11-30,Average Tone,-2.1499
2018-12-01,Average Tone,-2.6137
2018-12-02,Average Tone,-0.6289
2018-12-03,Average Tone,-2.3441
2018-12-04,Average Tone,-2.7012
2018-12-05,Average Tone,-3.5224
2018-12-06,Average Tone,-2.8815
2018-12-07,Average Tone,-3.2066
2018-12-08,Average Tone,-6.319
2018-12-09,Average Tone,-5.3447
2018-12-10,Average Tone,-3.4897
2018-12-11,Average Tone,-3.6714
2018-12-12,Average Tone,-4.2804
2018-12-13,Average Tone,-3.928
2018-12-14,Average Tone,-4.4741
2018-12-15,Average Tone,-5.3061
2018-12-16,Average Tone,-6.0505
2018-12-17,Average Tone,-3.2798
2018-12-18,Average Tone,-4.215
2018-12-19,Average Tone,-4.092
2018-12-20,Average Tone,-3.8792
2018-12-21,Average Tone,-3.8727
2018-12-22,Average Tone,-5.0798
2018-12-23,Average Tone,-6.0125
2018-12-24,Average Tone,-5.9257
2018-12-25,Average Tone,-3.6548
2018-12-26,Average Tone,-4.7024
2018-12-27,Average Tone,-5.605
2018-12-28,Average Tone,-3.5671
2018-12-29,Average Tone,-3.5111
2018-12-30,Average Tone,-3.6956
2018-12-31,Average Tone,-3.0075
2019-01-01,Average Tone,-2.2969
2019-01-02,Average Tone,-3.6241
2019-01-03,Average Tone,-3.3721
2019-01-04,Average Tone,-4.4846
2019-01-05,Average Tone,-4.7937
2019-01-06,Average Tone,-3.7101
2019-01-07,Average Tone,-3.5981
2019-01-08,Average Tone,-3.2781
2019-01-09,Average Tone,-3.1444
2019-01-10,Average Tone,-2.8193
2019-01-11,Average Tone,-3.5125
2019-01-12,Average Tone,-4.6987
2019-01-13,Average Tone,-2.8312
2019-01-14,Average Tone,-3.1212
2019-01-15,Average Tone,-2.1506
2019-01-16,Average Tone,-3.6713
2019-01-17,Average Tone,-4.0843
2019-01-18,Average Tone,-4.1091
2019-01-19,Average Tone,-4.0464
2019-01-20,Average Tone,-2.9706
2019-01-21,Average Tone,-2.4409
2019-01-22,Average Tone,-3.4201
2019-01-23,Average Tone,-3.3078
2019-01-24,Average Tone,-2.9688
2019-01-25,Average Tone,-3.0402
2019-01-26,Average Tone,-4.6412
2019-01-27,Average Tone,-3.7717
2019-01-28,Average Tone,-3.6113
2019-01-29,Average Tone,-3.1257
2019-01-30,Average Tone,-3.7355
2019-01-31,Average Tone,-3.1208
2019-02-01,Average Tone,-3.1196
2019-02-02,Average Tone,-3.3135
2019-02-03,Average Tone,-3.5288
2019-02-04,Average Tone,-2.94
2019-02-05,Average Tone,-2.2772
2019-02-06,Average Tone,-3.344
2019-02-07,Average Tone,-3.2026
2019-02-08,Average Tone,-3.1127
2019-02-09,Average Tone,-3.2596
2019-02-10,Average Tone,-4.1687
2019-02-11,Average Tone,-3.7242
2019-02-12,Average Tone,-3.3423
2019-02-13,Average Tone,-2.9238
2019-02-14,Average Tone,-2.8714
2019-02-15,Average Tone,-3.5721
2019-02-16,Average Tone,-3.6184
2019-02-17,Average Tone,-1.6758
2019-02-18,Average Tone,-2.5624
2019-02-19,Average Tone,-2.9606
2019-02-20,Average Tone,-3.0539
2019-02-21,Average Tone,-3.5054
2019-02-22,Average Tone,-3.9776
2019-02-23,Average Tone,-2.5902
2019-02-24,Average Tone,-3.3181
2019-02-25,Average Tone,-2.6797
2019-02-26,Average Tone,-3.3788
2019-02-27,Average Tone,-3.7076
2019-02-28,Average Tone,-3.6252
2019-03-01,Average Tone,-3.1081
2019-03-02,Average Tone,-3.772
2019-03-03,Average Tone,-3.298
2019-03-04,Average Tone,-3.3467
2019-03-05,Average Tone,-2.7937
2019-03-06,Average Tone,-2.8356
2019-03-07,Average Tone,-3.5361
2019-03-08,Average Tone,-3.6187
2019-03-09,Average Tone,-4.454
2019-03-10,Average Tone,-3.0047
2019-03-11,Average Tone,-3.6543
2019-03-12,Average Tone,-2.9545
2019-03-13,Average Tone,-3.7889
2019-03-14,Average Tone,-3.4287
2019-03-15,Average Tone,-4.1358
2019-03-16,Average Tone,-4.3601
2019-03-17,Average Tone,-5.0506
2019-03-18,Average Tone,-3.9905
2019-03-19,Average Tone,-3.3117
2019-03-20,Average Tone,-3.5862
2019-03-21,Average Tone,-3.0173
2019-03-22,Average Tone,-3.2538
2019-03-23,Average Tone,-3.9825
2019-03-24,Average Tone,-4.1462
2019-03-25,Average Tone,-3.8988
2019-03-26,Average Tone,-3.1928
2019-03-27,Average Tone,-2.9424
2019-03-28,Average Tone,-3.6794
2019-03-29,Average Tone,-3.7382
2019-03-30,Average Tone,-2.3569
2019-03-31,Average Tone,-3.1597
2019-04-01,Average Tone,-3.527
2019-04-02,Average Tone,-2.9295
2019-04-03,Average Tone,-5.4272
2019-04-04,Average Tone,-2.8825
2019-04-05,Average Tone,-3.7655
2019-04-06,Average Tone,-5.8873
2019-04-07,Average Tone,-2.9938
2019-04-08,Average Tone,-3.4404
2019-04-09,Average Tone,-3.5792
2019-04-10,Average Tone,-3.9194
2019-04-11,Average Tone,-3.8658
2019-04-12,Average Tone,-4.3627
